subdivision,YEAR,JUN,JUL,AUG,SEP,JUN-SEP
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1910,451,395.7,448.6,328.2,1623.4
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1911,429.7,485.9,422.6,308.1,1646.3
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1912,350.9,412.5,409.7,291.6,1464.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1913,562.7,522.2,443.3,231.1,1759.3
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1914,339.9,449.2,522.5,271.2,1582.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1915,474.7,507.7,518,317.7,1818.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1916,378.9,524.7,439.9,399.6,1743
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1917,369.6,405.2,384.2,382.7,1541.7
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1918,576.9,673,607.3,387.3,2244.5
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1919,371.7,410.1,383.6,375.2,1540.7
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1920,341.1,461.2,466.1,326.2,1594.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1921,455.9,390.2,404.2,457,1707.3
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1922,581.1,515.8,579.2,347.5,2023.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1923,529.5,415.8,514.2,425.6,1885.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1924,487.2,486,516.3,375.5,1864.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1925,378.5,493.3,475.3,295.1,1642.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1926,393.4,511.4,472.3,292,1669
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1927,398,529.6,492.7,564.9,1985.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1928,470.3,411,491.7,421.9,1794.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1929,920.9,412.1,386.2,320.2,2039.4
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1930,507.1,445.5,402.3,250.8,1605.7
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1931,397.9,514.5,308.2,381,1601.5
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1932,622.4,496.9,419.9,390.6,1929.8
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1933,486,492.9,615,260.7,1854.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1934,582.2,628.8,374.4,348.6,1933.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1935,571.1,537.1,569,355,2032.2
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1936,423.3,524.4,516.5,320.3,1784.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1937,552,511,632.6,305.4,2001
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1938,495.5,414.4,494.6,457.6,1862.2
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1939,439.3,625.8,326.8,387,1778.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1940,496.5,457.2,345,390.9,1689.7
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1941,682,493.9,378,296.3,1850.2
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1942,526.6,399.2,468.8,428.4,1823
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1943,495.7,438.5,488.7,358.2,1781.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1944,635.4,529.8,434.2,478,2077.5
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1945,585.5,560.5,503.9,368.6,2018.5
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1946,502.7,641.4,386.9,302.5,1833.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1947,718.8,624.7,479.7,405.7,2228.8
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1948,403.1,493.6,466.3,428.7,1791.7
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1949,564.8,513.2,424.7,430.2,1932.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1950,409.2,442.7,543.3,260.4,1655.7
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1951,486.7,431,437.6,187.4,1542.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1952,447.9,570.9,419.5,315.3,1753.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1953,593.7,388.9,421,440.9,1844.5
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1954,588.4,500.4,576.3,369.5,2034.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1955,455.1,561.2,507.2,249.6,1773.2
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1956,793.7,530.2,481,263.3,2068.2
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1957,416,434.7,430.3,361,1642.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1958,252.7,287.7,253.9,331.8,1126.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1959,396.2,396.1,363.2,243.1,1398.5
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1960,409.3,367.3,278.8,248.2,1303.5
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1961,354.5,327.4,339.9,250.4,1272.2
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1962,555.8,302.1,345.1,142.2,1345.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1963,787.8,522,409.5,568.5,2287.8
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1964,354.2,489.4,243.2,218.3,1305.2
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1965,509.6,370.1,327.9,266.2,1473.8
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1966,637.5,392.3,409.8,367.3,1806.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1967,321.9,383.9,350.1,345.9,1401.8
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1968,423.1,550.3,411,180,1564.3
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1969,631.7,937.5,1410.6,233.1,3212.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1970,597.3,1175.5,978.2,546.3,3297.4
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1971,612.4,719.6,599.8,472.2,2404
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1972,242.2,265,278.9,134,920
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1973,381.4,261.5,324.1,231.4,1198.4
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1974,452.4,531.6,365.4,293.5,1642.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1975,348.5,560.3,236.9,296.1,1441.8
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1976,978.7,526.5,349.1,169,2023.4
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1977,464,379.5,360.2,186.8,1390.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1978,516.1,358.4,270.7,277.6,1422.8
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1979,371,349.1,320.2,280.2,1320.5
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1980,356.4,313.3,310.9,360.3,1340.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1981,224,444.2,314.3,198.1,1180.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1982,369.5,369.6,434.2,284.1,1457.5
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1983,385.6,338.8,415.2,239.5,1379.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1984,505.9,289.1,390,248.6,1433.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1985,506.8,284.3,303.8,254.9,1349.7
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1986,339,390.3,364.2,320.7,1414.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1987,418.4,461.8,428.4,397.3,1705.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1988,473.2,505.1,414,309.7,1702.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1989,377.3,489.1,383.6,379.9,1629.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1990,402,410.6,352.3,357.8,1522.7
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1991,463.3,314.9,331.5,390,1499.7
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1992,353.3,425.6,390.6,315.3,1484.8
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1993,545.2,523.2,421.7,303.7,1793.7
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1994,249.4,305.7,333.7,162.6,1051.4
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1995,415.5,364.9,491.1,316.1,1587.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1996,308.9,383,351.1,336.9,1380
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1997,334.7,600.4,277.1,357.3,1569.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1998,294.2,479.4,361.3,227.4,1362.3
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",1999,355.1,428.5,390.9,334.4,1508.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2000,325,266.1,468.1,298.9,1358.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2001,480.5,318.2,262.4,263.1,1324.2
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2002,354,461.8,348.4,215.4,1379.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2003,585.2,260.5,283.9,289.9,1419.5
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2004,459.5,530.9,290.3,343.4,1624.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2005,204.9,320.9,353.9,286.4,1166.1
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2006,460.2,342.9,249.2,227,1279.2
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2007,457.3,439.7,396.3,447.3,1740.5
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2008,327.5,331.5,366.5,227.2,1252.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2009,276.1,295.3,385.4,271.4,1228.2
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2010,404.9,370.4,401.5,319.3,1496.2
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2011,381.4,315.6,385.9,258.9,1341.7
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2012,398.6,281.7,353.8,256.2,1290.4
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2013,275.9,310.7,400.2,278.2,1265
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2014,268.2,265.7,306.7,296.2,1136.8
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2015,293.2,391,312,316.1,1312.4
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2016,312.1,331.8,328.2,315.2,1287.3
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2017,486.1,427.8,569.5,352.4,1835.8
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2018,345.2,362.3,334.9,157.9,1200.4
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2019,258.7,440.4,221.3,260.3,1180.6
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2020,306.2,342,258.5,207.1,1113.9
"NAGALAND, MANIPUR, MIZORAM, TRIPURA",2021,276.2,270.1,294.5,188.4,1029.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1901,474.4,501.9,532.6,256.5,1765.5
SUB HIMALAYAN W.BENGAL & SIKKIM,1902,493.6,647.5,566.4,748.6,2456.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1903,516.2,381,629.8,342.5,1869.5
SUB HIMALAYAN W.BENGAL & SIKKIM,1904,259.1,468.5,444.9,245.2,1417.7
SUB HIMALAYAN W.BENGAL & SIKKIM,1905,473.2,492.3,969.6,333.9,2268.9
SUB HIMALAYAN W.BENGAL & SIKKIM,1906,418.9,654,728.9,199.3,2001.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1907,395.2,809.5,327.2,437.7,1969.5
SUB HIMALAYAN W.BENGAL & SIKKIM,1908,353.8,412.5,250.5,404.8,1421.7
SUB HIMALAYAN W.BENGAL & SIKKIM,1909,856.8,330.1,555.3,314.9,2057.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1910,761.5,777.8,484.1,318.5,2341.9
SUB HIMALAYAN W.BENGAL & SIKKIM,1911,560.9,768.7,410.5,469.7,2209.7
SUB HIMALAYAN W.BENGAL & SIKKIM,1912,379.8,738,532.1,302.7,1952.6
SUB HIMALAYAN W.BENGAL & SIKKIM,1913,730,532.2,450.4,443.5,2156
SUB HIMALAYAN W.BENGAL & SIKKIM,1914,363.7,338.4,693.1,333.9,1729.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1915,349.8,465.6,578.7,319.3,1713.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1916,603.1,918.5,488.7,560.8,2571.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1917,586.3,681.3,362.1,416.5,2046.2
SUB HIMALAYAN W.BENGAL & SIKKIM,1918,643.4,648.5,760.3,333.2,2385.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1919,525.2,663.7,284.2,468.2,1941.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1920,549.5,382.1,560.6,763.9,2256.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1921,498.7,851.7,475,449.2,2274.6
SUB HIMALAYAN W.BENGAL & SIKKIM,1922,784.2,669.2,491.3,599.5,2544.2
SUB HIMALAYAN W.BENGAL & SIKKIM,1923,513,569.8,226.5,445.4,1754.7
SUB HIMALAYAN W.BENGAL & SIKKIM,1924,611.7,712.6,447.6,426.3,2198.3
SUB HIMALAYAN W.BENGAL & SIKKIM,1925,494.6,438.9,608.7,550.6,2092.8
SUB HIMALAYAN W.BENGAL & SIKKIM,1926,514.3,757.2,387.5,341.3,2000.5
SUB HIMALAYAN W.BENGAL & SIKKIM,1927,609.8,489.6,372.1,485.9,1957.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1928,516.3,624.9,625.3,352,2118.5
SUB HIMALAYAN W.BENGAL & SIKKIM,1929,514.8,521.8,364.5,359.6,1760.7
SUB HIMALAYAN W.BENGAL & SIKKIM,1930,454.5,351.4,439.2,319.6,1564.6
SUB HIMALAYAN W.BENGAL & SIKKIM,1931,473.7,757.3,373.8,553,2157.8
SUB HIMALAYAN W.BENGAL & SIKKIM,1932,655.4,356,524,356.2,1891.7
SUB HIMALAYAN W.BENGAL & SIKKIM,1933,510,612.2,494.7,281.1,1898.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1934,467.8,614.9,442.4,382,1907
SUB HIMALAYAN W.BENGAL & SIKKIM,1935,532.4,352.8,903.1,502.1,2290.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1936,365.3,637.2,462.1,539.9,2004.6
SUB HIMALAYAN W.BENGAL & SIKKIM,1937,306.7,436.6,623.8,354.3,1721.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1938,819.4,652.6,502.8,423.2,2397.9
SUB HIMALAYAN W.BENGAL & SIKKIM,1939,569,567.4,441.4,404.9,1982.8
SUB HIMALAYAN W.BENGAL & SIKKIM,1940,406.5,560.3,374,370.5,1711.2
SUB HIMALAYAN W.BENGAL & SIKKIM,1941,449.5,494.8,549.5,397.2,1891
SUB HIMALAYAN W.BENGAL & SIKKIM,1942,485.3,360,350.9,504.9,1701.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1943,788.4,426.9,513.3,496.1,2224.6
SUB HIMALAYAN W.BENGAL & SIKKIM,1944,518.2,444.6,414.9,543.9,1921.6
SUB HIMALAYAN W.BENGAL & SIKKIM,1945,387.4,494.5,612.1,381.8,1875.8
SUB HIMALAYAN W.BENGAL & SIKKIM,1946,493.9,560.1,373,424.1,1851.2
SUB HIMALAYAN W.BENGAL & SIKKIM,1947,349.5,672.8,426.7,507.5,1956.5
SUB HIMALAYAN W.BENGAL & SIKKIM,1948,490.3,723.1,393.2,332.1,1938.8
SUB HIMALAYAN W.BENGAL & SIKKIM,1949,613.3,605,531.2,370.6,2120.2
SUB HIMALAYAN W.BENGAL & SIKKIM,1950,757.1,510.4,620.3,334.9,2222.7
SUB HIMALAYAN W.BENGAL & SIKKIM,1951,507.6,709.1,476.6,291.2,1984.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1952,557.8,661.2,471.5,540.3,2230.8
SUB HIMALAYAN W.BENGAL & SIKKIM,1953,421.1,735.9,316.2,542.1,2015.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1954,769.7,849.1,453.1,232.6,2304.5
SUB HIMALAYAN W.BENGAL & SIKKIM,1955,469,942.6,570.3,349.4,2331.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1956,685.3,441.8,467,284.9,1878.9
SUB HIMALAYAN W.BENGAL & SIKKIM,1957,399.8,621.9,499.7,207.5,1729
SUB HIMALAYAN W.BENGAL & SIKKIM,1958,438.2,467.2,809.9,332.9,2048.3
SUB HIMALAYAN W.BENGAL & SIKKIM,1959,493.3,492.8,281.1,291,1558.3
SUB HIMALAYAN W.BENGAL & SIKKIM,1960,356.6,701.3,358.2,645.9,2062.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1961,422.2,422.8,500.9,325.7,1671.7
SUB HIMALAYAN W.BENGAL & SIKKIM,1962,508.4,494.9,638.9,266.2,1908.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1963,393.6,648.3,551.5,259.1,1852.5
SUB HIMALAYAN W.BENGAL & SIKKIM,1964,550.6,906.5,413.7,442.1,2312.9
SUB HIMALAYAN W.BENGAL & SIKKIM,1965,432.3,655.1,760.3,317.8,2165.5
SUB HIMALAYAN W.BENGAL & SIKKIM,1966,299.1,703.8,682.7,315.8,2001.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1967,613,769.9,281.1,373.8,2037.7
SUB HIMALAYAN W.BENGAL & SIKKIM,1968,621.8,750.7,573.4,463.2,2409
SUB HIMALAYAN W.BENGAL & SIKKIM,1969,483.9,531.6,435.2,428.7,1879.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1970,550.4,713.5,389.5,552.9,2206.3
SUB HIMALAYAN W.BENGAL & SIKKIM,1971,736.1,553.1,507.6,358.5,2155.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1972,434.5,546.1,331.5,369.5,1681.6
SUB HIMALAYAN W.BENGAL & SIKKIM,1973,647.6,399.6,401.4,468.3,1916.9
SUB HIMALAYAN W.BENGAL & SIKKIM,1974,460.5,757.3,617.7,454,2289.5
SUB HIMALAYAN W.BENGAL & SIKKIM,1975,460.3,748,248.9,486.6,1943.8
SUB HIMALAYAN W.BENGAL & SIKKIM,1976,585.6,496.9,638.2,269,1989.6
SUB HIMALAYAN W.BENGAL & SIKKIM,1977,447.5,487.8,568.8,296.2,1800.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1978,482.7,502.6,260.2,354.8,1600.3
SUB HIMALAYAN W.BENGAL & SIKKIM,1979,245.5,700,412.2,402.2,1759.9
SUB HIMALAYAN W.BENGAL & SIKKIM,1980,463.7,758.2,694.9,482.4,2399.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1981,438.8,798.7,532.7,438.4,2208.6
SUB HIMALAYAN W.BENGAL & SIKKIM,1982,467.9,683.1,316.8,329.5,1797.2
SUB HIMALAYAN W.BENGAL & SIKKIM,1983,539.8,723.9,310.3,551.3,2125.2
SUB HIMALAYAN W.BENGAL & SIKKIM,1984,474.6,738.7,365.2,450.6,2029.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1985,514.9,880.3,376.7,449.8,2221.8
SUB HIMALAYAN W.BENGAL & SIKKIM,1986,396.5,504.2,326.1,472.3,1699.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1987,430.5,786.3,787.6,518.9,2523.3
SUB HIMALAYAN W.BENGAL & SIKKIM,1988,310.3,775.9,911.5,399.7,2397.4
SUB HIMALAYAN W.BENGAL & SIKKIM,1989,516.9,605.1,383.5,543.5,2049
SUB HIMALAYAN W.BENGAL & SIKKIM,1990,531.7,817.6,893.7,431.5,2674.5
SUB HIMALAYAN W.BENGAL & SIKKIM,1991,656.5,582.8,481.7,672.3,2393.2
SUB HIMALAYAN W.BENGAL & SIKKIM,1992,304.5,696.5,460.8,271.8,1733.5
SUB HIMALAYAN W.BENGAL & SIKKIM,1993,438.9,647.3,499,351.8,1937
SUB HIMALAYAN W.BENGAL & SIKKIM,1994,383.6,337,374.6,286.7,1381.9
SUB HIMALAYAN W.BENGAL & SIKKIM,1995,712,738.9,521.9,636,2608.8
SUB HIMALAYAN W.BENGAL & SIKKIM,1996,343.3,815.2,536.7,357.5,2052.7
SUB HIMALAYAN W.BENGAL & SIKKIM,1997,572,470.8,476,441.4,1960.3
SUB HIMALAYAN W.BENGAL & SIKKIM,1998,568.1,813.6,797.2,476.2,2655.1
SUB HIMALAYAN W.BENGAL & SIKKIM,1999,532.9,801,729,420.6,2483.5
SUB HIMALAYAN W.BENGAL & SIKKIM,2000,605.3,525.6,468.1,455.2,2054.2
SUB HIMALAYAN W.BENGAL & SIKKIM,2001,460.5,370.8,401.4,421.9,1654.7
SUB HIMALAYAN W.BENGAL & SIKKIM,2002,383.6,695.7,401,338.4,1818.8
SUB HIMALAYAN W.BENGAL & SIKKIM,2003,498.8,663.3,338.4,303.9,1804.4
SUB HIMALAYAN W.BENGAL & SIKKIM,2004,457.4,681.7,327.3,369.7,1835.9
SUB HIMALAYAN W.BENGAL & SIKKIM,2005,432.3,688.3,532.6,208,1861.2
SUB HIMALAYAN W.BENGAL & SIKKIM,2006,424.6,449.9,290.8,440.5,1605.8
SUB HIMALAYAN W.BENGAL & SIKKIM,2007,469.3,658.4,380.8,438.3,1946.8
SUB HIMALAYAN W.BENGAL & SIKKIM,2008,504.4,609.3,584.6,285.4,1983.7
SUB HIMALAYAN W.BENGAL & SIKKIM,2009,321.5,425.7,529.5,163.7,1440.4
SUB HIMALAYAN W.BENGAL & SIKKIM,2010,556.3,576,462.6,323.8,1918.7
SUB HIMALAYAN W.BENGAL & SIKKIM,2011,417.6,606,474.3,353.9,1851.7
SUB HIMALAYAN W.BENGAL & SIKKIM,2012,554.2,633.2,315.7,431.4,1934.5
SUB HIMALAYAN W.BENGAL & SIKKIM,2013,394.1,521.7,404.7,306.1,1626.6
SUB HIMALAYAN W.BENGAL & SIKKIM,2014,533.1,471.4,567.2,395.9,1967.7
SUB HIMALAYAN W.BENGAL & SIKKIM,2015,590,389.2,660.6,336.2,1976
SUB HIMALAYAN W.BENGAL & SIKKIM,2016,522.7,681.8,208.6,474.7,1887.9
SUB HIMALAYAN W.BENGAL & SIKKIM,2017,376,469.4,736,368.2,1949.6
SUB HIMALAYAN W.BENGAL & SIKKIM,2018,376.2,478,389.2,416.2,1659.6
SUB HIMALAYAN W.BENGAL & SIKKIM,2019,332,713.4,268.5,467.8,1781.6
SUB HIMALAYAN W.BENGAL & SIKKIM,2020,649.2,801.3,394.4,680.6,2525.5
SUB HIMALAYAN W.BENGAL & SIKKIM,2021,448,477.6,576,227.8,1729.5
GANGETIC W.BENGAL,1901,213.7,294.3,287.9,312.3,1108.2
GANGETIC W.BENGAL,1902,140.8,347.8,264.8,230.5,983.9
GANGETIC W.BENGAL,1903,201.7,179.6,277.6,300.7,959.5
GANGETIC W.BENGAL,1904,286.7,435.3,241.7,142.8,1106.4
GANGETIC W.BENGAL,1905,70.9,525.5,263.6,287.6,1147.5
GANGETIC W.BENGAL,1906,172,307.1,264.6,193.2,936.9
GANGETIC W.BENGAL,1907,347.6,217.5,249.9,232.3,1047.3
GANGETIC W.BENGAL,1908,380.4,383.5,290.4,174.9,1229.2
GANGETIC W.BENGAL,1909,335,232.4,504.3,273,1344.8
GANGETIC W.BENGAL,1910,241.8,319.4,250.9,209.6,1021.7
GANGETIC W.BENGAL,1911,276.6,168.4,261.5,260.2,966.7
GANGETIC W.BENGAL,1912,199.4,325.3,255,134.3,914
GANGETIC W.BENGAL,1913,512,367.7,290.3,186.2,1356.2
GANGETIC W.BENGAL,1914,192.8,400.8,218.8,186.4,998.7
GANGETIC W.BENGAL,1915,224.5,228.5,236.7,229.3,918.9
GANGETIC W.BENGAL,1916,378.5,148.9,320.5,283.8,1131.6
GANGETIC W.BENGAL,1917,366.8,321.8,259.9,204.7,1153.2
GANGETIC W.BENGAL,1918,374.6,194.2,366.8,169.2,1104.8
GANGETIC W.BENGAL,1919,306,299,385.9,148.9,1139.8
GANGETIC W.BENGAL,1920,127.8,380.3,294.4,171.2,973.7
GANGETIC W.BENGAL,1921,238.4,279.6,382.1,177.7,1077.8
GANGETIC W.BENGAL,1922,553,269.7,400.8,244.3,1467.7
GANGETIC W.BENGAL,1923,154.3,330.8,405.6,110.1,1000.8
GANGETIC W.BENGAL,1924,181.2,308,260.7,254.8,1004.7
GANGETIC W.BENGAL,1925,171.8,305.7,211.2,158.4,847
GANGETIC W.BENGAL,1926,103.7,579.3,431.3,243.7,1358.1
GANGETIC W.BENGAL,1927,227.7,317.4,224.6,161.5,931.2
GANGETIC W.BENGAL,1928,426.9,428.1,325.1,113.3,1293.5
GANGETIC W.BENGAL,1929,208.1,398.6,297.3,168.3,1072.3
GANGETIC W.BENGAL,1930,186.9,410.7,307.3,200.1,1105
GANGETIC W.BENGAL,1931,157.2,368.4,286.7,197,1009.3
GANGETIC W.BENGAL,1932,151.1,297.5,259.6,177.7,885.9
GANGETIC W.BENGAL,1933,326.3,384.9,420.8,266.9,1398.9
GANGETIC W.BENGAL,1934,200,209,269.6,197,875.6
GANGETIC W.BENGAL,1935,163.4,233.1,298.9,171.1,866.5
GANGETIC W.BENGAL,1936,299.9,331.4,251.4,253.9,1136.6
GANGETIC W.BENGAL,1937,300.8,265.6,280.4,295.7,1142.5
GANGETIC W.BENGAL,1938,233.7,244.6,310.2,160.8,949.3
GANGETIC W.BENGAL,1939,250.5,420.2,450.9,207.5,1329
GANGETIC W.BENGAL,1940,218.1,236.1,384.3,199.6,1038.1
GANGETIC W.BENGAL,1941,376.1,404.3,396.5,184.4,1361.3
GANGETIC W.BENGAL,1942,144.5,374.9,406.9,384.1,1310.3
GANGETIC W.BENGAL,1943,209.5,418.5,320.5,186.8,1135.2
GANGETIC W.BENGAL,1944,147.5,349.8,477.4,147,1121.8
GANGETIC W.BENGAL,1945,196.2,196.3,213.2,198.6,804.3
GANGETIC W.BENGAL,1946,247.4,297.4,374.2,305.3,1224.3
GANGETIC W.BENGAL,1947,172.7,348.9,292,237.4,1050.9
GANGETIC W.BENGAL,1948,202.3,270.6,325.4,216.6,1014.9
GANGETIC W.BENGAL,1949,214.5,325,285.5,209.8,1034.8
GANGETIC W.BENGAL,1950,371.1,338.7,373.3,176.4,1259.5
GANGETIC W.BENGAL,1951,180.7,253.5,260.3,200.1,894.5
GANGETIC W.BENGAL,1952,167.4,431,244.7,189.1,1032.2
GANGETIC W.BENGAL,1953,311.1,358.3,343.1,278.5,1291
GANGETIC W.BENGAL,1954,211.1,201.7,215.1,247.1,875
GANGETIC W.BENGAL,1955,174.7,338.7,251.9,188.1,953.3
GANGETIC W.BENGAL,1956,343.3,253.9,295.4,391.1,1283.7
GANGETIC W.BENGAL,1957,231.8,312.1,201,239.4,984.4
GANGETIC W.BENGAL,1958,95.2,280.1,215.1,294.7,885.1
GANGETIC W.BENGAL,1959,208.5,273.3,328.5,487.3,1297.7
